City,Country,Population,Census Date
Storrs,USA,17747,4/1/20
Stoughton,USA,15511,4/1/20
St. Peter,USA,12145,4/1/20
Strasburg,USA,7572,4/1/20
Streator,USA,16209,4/1/20
Sturgeon Bay,USA,9429,4/1/20
Sturgis,USA,11943,4/1/20
Sturgis,USA,7076,4/1/20
Stuttgart,USA,8132,4/1/20
Suffolk,USA,42480,4/1/20
Sugarmill Woods,USA,12948,4/1/20
Sullivan,USA,4414,4/1/20
Sullivan,USA,4874,4/1/20
Sullivan,USA,7227,4/1/20
Sullivan - Sylvan Beach,USA,3251,4/1/20
Sulphur,USA,4847,4/1/20
Sulphur Springs,USA,14683,4/1/20
Sultan,USA,5665,4/1/20
Summerset,USA,5325,4/1/20
Summerville,USA,10227,4/1/20
Summit Park,USA,7317,4/1/20
Sumter,USA,68825,4/1/20
Sunbury,USA,7017,4/1/20
Sunbury,USA,28249,4/1/20
Sunderland - South Deerfield,USA,5048,4/1/20
Sunnyside,USA,17140,4/1/20
Susanville,USA,8995,4/1/20
Sutherlin,USA,9656,4/1/20
Swainsboro,USA,7251,4/1/20
Swansboro - Cedar Point,USA,20542,4/1/20
Swatara ( Jonestown - Fredericksburg ),USA,6312,4/1/20
Sweet Home,USA,10088,4/1/20
Sweetwater,USA,6468,4/1/20
Sweetwater,USA,10372,4/1/20
Sylacauga,USA,16980,4/1/20
Sylva,USA,5118,4/1/20
Sylvester,USA,6146,4/1/20
Syracuse,USA,7393,4/1/20
Syracuse,USA,413660,4/1/20
Taft,USA,15022,4/1/20
Tahlequah,USA,17975,4/1/20
Talladega,USA,12609,4/1/20
Tallahassee,USA,252934,4/1/20
Tallulah,USA,6988,4/1/20
Tama,USA,5263,4/1/20
Tamaqua,USA,15158,4/1/20
Tampa - St. Petersburg,USA,2783045,4/1/20
Taneytown,USA,7158,4/1/20
Taos,USA,15665,4/1/20
Tarboro,USA,12059,4/1/20
Taylor,USA,15147,4/1/20
Taylorville,USA,11525,4/1/20
Tazewell,USA,4666,4/1/20
Tea,USA,5595,4/1/20
Tecumseh,USA,13684,4/1/20
Tehachapi - Golden Hills,USA,17298,4/1/20
Tell City,USA,9541,4/1/20
Tellico Village,USA,7156,4/1/20
Telluride - Mountain Village,USA,4587,4/1/20
Temecula - Murrieta - Menifee,USA,528991,4/1/20
Temple,USA,114632,4/1/20
Terre Haute,USA,79862,4/1/20
Terrell,USA,16581,4/1/20
Texarkana,USA,78744,4/1/20
The Dalles,USA,17398,4/1/20
The Pinery,USA,14662,4/1/20
The Villages - Lady Lake,USA,161736,4/1/20
The Woodlands - Conroe,USA,402454,4/1/20
Thief River Falls,USA,8892,4/1/20
Thomaston,USA,14765,4/1/20
Thomasville,USA,25231,4/1/20
Thomson,USA,8788,4/1/20
Thousand Oaks,USA,213986,4/1/20
Three Rivers,USA,10166,4/1/20
Thurmont,USA,6789,4/1/20
Tiffin,USA,20284,4/1/20
Tifton,USA,24580,4/1/20
Tillamook,USA,6166,4/1/20
Tiltonsville - Brilliant,USA,4115,4/1/20
Tippecanoe,USA,3713,4/1/20
Tipton,USA,5668,4/1/20
Titusville,USA,62459,4/1/20
Titusville,USA,5219,4/1/20
Toccoa,USA,11807,4/1/20
Toledo,USA,497952,4/1/20
Tomah,USA,9818,4/1/20
Tonganoxie,USA,5489,4/1/20
Tooele,USA,34892,4/1/20
Topeka,USA,148956,4/1/20
Toppenish,USA,10057,4/1/20
Torrington,USA,35212,4/1/20
Torrington,USA,6436,4/1/20
Towanda,USA,4029,4/1/20
Tracy - Mountain House,USA,120912,4/1/20
Traverse City - Garfield,USA,56890,4/1/20
Treasure Lake,USA,4677,4/1/20
Tremonton,USA,11898,4/1/20
Trenton,USA,5426,4/1/20
Trenton ( incl. Twin Rivers - Hightstown ),USA,370422,4/1/20
Tri-City - Myrtle Creek,USA,8656,4/1/20
Trinidad,USA,8323,4/1/20
Troy,USA,14466,4/1/20
Troy,USA,16669,4/1/20
Troy,USA,43259,4/1/20
Truckee,USA,12756,4/1/20
Trumann,USA,7233,4/1/20
Truth or Consequences,USA,7713,4/1/20
Tuba City,USA,7942,4/1/20
Tucson,USA,875441,4/1/20
Tucumcari,USA,5217,4/1/20
Tulare,USA,70628,4/1/20
Tullahoma,USA,19297,4/1/20
Tulsa,USA,722810,4/1/20
Tupelo,USA,40233,4/1/20
Tupper Lake,USA,3683,4/1/20
Turlock,USA,79203,4/1/20
Tuscaloosa,USA,156450,4/1/20
Tuscola,USA,4942,4/1/20
Tuskegee,USA,9003,4/1/20
Twentynine Palms,USA,12881,4/1/20
Twentynine Palms North ( Twentynine Palms Base ),USA,11665,4/1/20
Twin Falls,USA,58808,4/1/20
Twin Lakes,USA,12603,4/1/20
Tybee Island,USA,3316,4/1/20
Tyler,USA,131028,4/1/20
Tyrone,USA,10442,4/1/20
Ukiah,USA,28987,4/1/20
Ulysses,USA,5865,4/1/20
Union,USA,12019,4/1/20
Union,USA,9729,4/1/20
Union City,USA,5079,4/1/20
Union City,USA,10605,4/1/20
Union Grove,USA,5899,4/1/20
Uniontown,USA,32560,4/1/20
Upper Sandusky,USA,6628,4/1/20
Urbana,USA,12966,4/1/20
Urbana,USA,11122,4/1/20
Utica,USA,119059,4/1/20
Uvalde,USA,15926,4/1/20
Vacaville,USA,101027,4/1/20
Vail,USA,12835,4/1/20
Vail,USA,6080,4/1/20
Valdosta,USA,76769,4/1/20
Vallejo,USA,175132,4/1/20
Valley City,USA,6547,4/1/20
Valley - Lanett,USA,20466,4/1/20
Valparaiso - Shorewood Forest,USA,51867,4/1/20
Vandalia,USA,8110,4/1/20
Van Wert,USA,11069,4/1/20
Veneta,USA,6987,4/1/20
Vermillion,USA,11659,4/1/20
Vernal,USA,19620,4/1/20
Vernon,USA,9524,4/1/20
Vero Beach - Sebastian,USA,174292,4/1/20
Versailles,USA,16855,4/1/20
Vicksburg,USA,25888,4/1/20
Victoria,USA,65986,4/1/20
Victorville - Hesperia - Apple Valley,USA,355816,4/1/20
Vidalia,USA,13709,4/1/20
Village of Four Seasons,USA,7489,4/1/20
Village of Oak Creek ( Big Park ),USA,6128,4/1/20
Villa Rica,USA,23202,4/1/20
Ville Platte,USA,8097,4/1/20
Vincennes,USA,19800,4/1/20
Vineland,USA,87226,4/1/20
Vineyard Haven - Edgartown - Oak Bluffs,USA,14064,4/1/20
Vinita,USA,5068,4/1/20
Vinton,USA,4780,4/1/20
Virginia,USA,12724,4/1/20
Virginia Beach - Norfolk,USA,1451578,4/1/20
Viroqua,USA,3987,4/1/20
Visalia,USA,160578,4/1/20
Vistancia ( Peoria ),USA,19593,4/1/20
Wabash,USA,10254,4/1/20
Waco,USA,192844,4/1/20
Waconia,USA,13048,4/1/20
Wadena,USA,4110,4/1/20
Wadesboro,USA,4903,4/1/20
Wagoner,USA,7470,4/1/20
Wahoo,USA,4782,4/1/20
Wahpeton,USA,11290,4/1/20
Waikoloa Village,USA,6824,4/1/20
Walden ( incl. Maybrook ),USA,15784,4/1/20
Waldorf ( St. Charles ),USA,118601,4/1/20
Waldport,USA,5394,4/1/20
Wales,USA,5364,4/1/20
Walhalla,USA,5392,4/1/20
Walla Walla,USA,50013,4/1/20
Walnut Ridge,USA,6540,4/1/20
Walterboro,USA,9229,4/1/20
Wamego,USA,4899,4/1/20
Wapakoneta,USA,10849,4/1/20
Wapato,USA,7071,4/1/20
Ware,USA,5662,4/1/20
Warner Robins,USA,141132,4/1/20
Warren,USA,5278,4/1/20
Warren,USA,14294,4/1/20
Warrensburg,USA,19934,4/1/20
Warrenton,USA,9398,4/1/20
Warrenton - New Baltimore,USA,24437,4/1/20
Warsaw,USA,29904,4/1/20
Warwick,USA,7084,4/1/20
Wasco,USA,22235,4/1/20
Waseca,USA,9211,4/1/20
Washington,USA,12920,4/1/20
Washington,USA,6846,4/1/20
Washington,USA,14616,4/1/20
Washington,USA,10138,4/1/20
Washington,USA,16509,4/1/20
Washington - Arlington,USA,5174759,4/1/20
Washington Court House,USA,15029,4/1/20
Wasilla - Knik-Fairview - North Lakes,USA,53444,4/1/20
Waterbury,USA,199317,4/1/20
Waterford,USA,9746,4/1/20
Waterloo,USA,9933,4/1/20
Waterloo,USA,114139,4/1/20
Watertown,USA,51832,4/1/20
Watertown,USA,20643,4/1/20
Watertown,USA,22712,4/1/20
Waterville,USA,25529,4/1/20
Watford City,USA,6687,4/1/20
Watseka,USA,4671,4/1/20
Watsonville,USA,68668,4/1/20
Wauchula,USA,9790,4/1/20
Waupaca,USA,8293,4/1/20
Waupun,USA,11673,4/1/20
Wausau,USA,77429,4/1/20
Wauseon,USA,7623,4/1/20
Waverly,USA,9159,4/1/20
Waverly,USA,4969,4/1/20
Waycross,USA,24985,4/1/20
Wayland,USA,4957,4/1/20
Wayne,USA,5980,4/1/20
Waynesboro,USA,6103,4/1/20
Waynesboro,USA,22267,4/1/20
Waynesburg,USA,8754,4/1/20
Waynesville,USA,24285,4/1/20
Weatherford,USA,12076,4/1/20
Weatherford,USA,48112,4/1/20
Webster City,USA,7606,4/1/20
Weiser,USA,5599,4/1/20
Wellington,USA,11071,4/1/20
Wellington,USA,7398,4/1/20
Wellington,USA,4783,4/1/20
Wellston,USA,5655,4/1/20
Wellsville,USA,5339,4/1/20
Wenatchee ( incl. Cashmere ),USA,78142,4/1/20
Wendell,USA,8915,4/1/20
West Bend,USA,34552,4/1/20
West Columbia,USA,5888,4/1/20
Westerly,USA,30955,4/1/20
West Frankfort,USA,7935,4/1/20
West Jefferson - Lake Darby,USA,8828,4/1/20
West Milford ( Hewitt - Greenwood Lake ),USA,17659,4/1/20
West Milton,USA,4646,4/1/20
Westminster,USA,40040,4/1/20
Weston,USA,4430,4/1/20
West Plains,USA,11852,4/1/20
West Point,USA,8134,4/1/20
West Point - Highland Falls,USA,12156,4/1/20
West Salem,USA,5557,4/1/20
Westville,USA,5189,4/1/20
West Wendover,USA,5238,4/1/20
Wetumpka,USA,6488,4/1/20
Wharton,USA,8526,4/1/20
Wheeling,USA,57695,4/1/20
Whitefish,USA,7898,4/1/20
Whitehall,USA,8678,4/1/20
White House,USA,15587,4/1/20
Whitehouse,USA,9139,4/1/20
Whiteman AFB - Knob Noster,USA,5577,4/1/20
White Rock,USA,5169,4/1/20
Whiteville,USA,5216,4/1/20
Whitewater,USA,14544,4/1/20
Wichita,USA,500231,4/1/20
Wichita Falls,USA,97039,4/1/20
Wickenburg,USA,4801,4/1/20
Wildwood,USA,13899,4/1/20
Wilkesboro - North Wilkesboro,USA,19890,4/1/20
Willard,USA,6854,4/1/20
Willard,USA,6666,4/1/20
Williams,USA,5558,4/1/20
Williamsburg,USA,6365,4/1/20
Williamsburg,USA,89585,4/1/20
Williamsport,USA,55344,4/1/20
Williamston,USA,4850,4/1/20
Williamston,USA,5522,4/1/20
Williamston,USA,10350,4/1/20
Willimantic,USA,24332,4/1/20
Williston,USA,29510,4/1/20
Willits,USA,7552,4/1/20
Willmar,USA,21586,4/1/20
Willows,USA,7578,4/1/20
Wilmington,USA,6388,4/1/20
Wilmington,USA,255329,4/1/20
Wilmington,USA,12546,4/1/20
Wilmore,USA,5727,4/1/20
Wilson,USA,48326,4/1/20
Winchendon,USA,4866,4/1/20
Winchester,USA,4797,4/1/20
Winchester,USA,26253,4/1/20
Winchester,USA,12702,4/1/20
Winchester,USA,83377,4/1/20
Winder,USA,50189,4/1/20
Wind Lake,USA,4856,4/1/20
Winfield,USA,11617,4/1/20
Winnemucca,USA,10546,4/1/20
Winnfield,USA,4671,4/1/20
Winnsboro,USA,5142,4/1/20
Winnsboro,USA,4710,4/1/20
Winona,USA,29633,4/1/20
Winslow,USA,7667,4/1/20
Winsted,USA,7804,4/1/20
Winston-Salem,USA,420924,4/1/20
Winter Haven,USA,253251,4/1/20
Winters,USA,7073,4/1/20
Winterset,USA,5077,4/1/20
Wisconsin Rapids,USA,29550,4/1/20
Wise - Norton,USA,8913,4/1/20
Woodburn,USA,27577,4/1/20
Woodlake,USA,7514,4/1/20
Woodland,USA,61133,4/1/20
Woodland,USA,7217,4/1/20
Woodland Park,USA,11548,4/1/20
Woodmont,USA,6673,4/1/20
Woodstock,USA,25298,4/1/20
Woodstock,USA,5852,4/1/20
Woodward,USA,11458,4/1/20
Wooster,USA,32449,4/1/20
Worcester,USA,482085,4/1/20
Worland,USA,4889,4/1/20
World Golf Village,USA,19679,4/1/20
Worthington,USA,13800,4/1/20
Worth - Lexington,USA,3310,4/1/20
Wrightwood,USA,3927,4/1/20
Wynne,USA,7564,4/1/20
Wytheville,USA,7154,4/1/20
Xenia,USA,26614,4/1/20
Yakima,USA,133145,4/1/20
Yankton,USA,16022,4/1/20
Yazoo City,USA,15060,4/1/20
Yelm,USA,14924,4/1/20
Yoakum,USA,5598,4/1/20
York,USA,7968,4/1/20
York,USA,238549,4/1/20
York,USA,8631,4/1/20
Youngstown,USA,320901,4/1/20
Yreka,USA,7617,4/1/20
Yuba City,USA,125706,4/1/20
Yucca Valley,USA,18293,4/1/20
Yuma,USA,135717,4/1/20
Zachary,USA,16600,4/1/20
Zanesville,USA,42301,4/1/20
Zapata - Medina,USA,10942,4/1/20
Zebulon,USA,8158,4/1/20
Zephyrhills,USA,55133,4/1/20
Zimmerman,USA,6360,4/1/20
