Name,Status,State,36617,40269,43922
Mystic Island - Little Egg Harbor,Urban Area,New Jersey,,22217,23074
Nacogdoches,Urban Area,Texas,30877,34546,33732
Nampa,Urban Area,Idaho,95909,151499,177561
Nantucket,Urban Area,Massachusetts,7551,8250,12011
Napa,Urban Area,California,79867,83913,84619
Napoleon,Urban Area,Ohio,9210,8724,8868
Nappanee,Urban Area,Indiana,6947,6937,7250
Nashua,Urban Area,New Hampshire / Massachusetts,205059,226400,242984
Nashville,Urban Area,Georgia,4132,4601,4844
Nashville-Davidson,Urban Area,Tennessee,,969587,1158642
Natchez,Urban Area,Mississippi / Louisiana,31316,28199,25902
Natchitoches,Urban Area,Louisiana,19020,19763,18935
Navarre - Miramar Beach - Destin (incl. Fort Walton Beach),Urban Area,Florida,,191917,226213
Navasota,Urban Area,Texas,7854,8273,7458
Nebraska City,Urban Area,Nebraska,7083,7066,7020
Needles,Urban Area,California / Arizona,,,6739
Nelsonville,Urban Area,Ohio,,,4709
Neosho,Urban Area,Missouri,10478,11955,12580
Nephi,Urban Area,Utah,4531,5249,6330
Nevada,Urban Area,Iowa,6426,6728,6881
Nevada,Urban Area,Missouri,8630,8832,8529
New Albany,Urban Area,Mississippi,6046,6632,6763
Newark,Urban Area,New York,,13799,13568
Newark,Urban Area,Ohio,70001,76068,81223
New Bedford,Urban Area,Massachusetts,146730,149443,155491
Newberg,Urban Area,Oregon,22137,27001,30893
New Bern,Urban Area,North Carolina,38788,50503,47988
Newberry,Urban Area,South Carolina,12120,12046,12342
New Boston,Urban Area,Texas,7874,4707,4502
New Braunfels,Urban Area,Texas,,,100736
New Carlisle,Urban Area,Ohio,,,5507
New Castle,Urban Area,Colorado,2823,5449,5844
New Castle,Urban Area,Indiana,,,18555
New Castle,Urban Area,Pennsylvania,43222,41907,40243
New Freedom - Shrewsbury,Urban Area,Pennsylvania,,,12094
New Haven,Urban Area,Connecticut,531314,562839,561456
New Iberia,Urban Area,Louisiana,,,37897
New Lexington,Urban Area,Ohio,4626,4940,4602
New London,Urban Area,Wisconsin,7621,7643,7804
Newman,Urban Area,California,7408,10223,12387
New Martinsville,Urban Area,West Virginia / Ohio,6666,6138,5608
New Orleans,Urban Area,Louisiana,1080142,899703,914531
New Paltz,Urban Area,New York,,,9969
New Philadelphia - Dover,Urban Area,Ohio,45072,46366,46776
Newport,Urban Area,Arkansas,7062,6288,5947
Newport,Urban Area,Oregon,9292,11188,11731
Newport,Urban Area,Tennessee,11106,11603,11576
New Prague,Urban Area,Minnesota,5122,7850,8156
New Richmond,Urban Area,Wisconsin,6467,8275,9486
New Roads,Urban Area,Louisiana,,,6794
New Tazewell -Tazewell,Urban Area,Tennessee,5143,4598,5374
Newton,Urban Area,Iowa,16252,15655,15943
Newton,Urban Area,Kansas,19318,20654,20378
Newton,Urban Area,New Jersey,,11941,12813
Newton Falls,Urban Area,Ohio,,,6604
New Ulm,Urban Area,Minnesota,13385,13367,13435
New York - Jersey City - Newark,Urban Area,New York / New Jersey,17832182,18351295,19426449
Nice,Urban Area,California,,,8555
Nicholasville,Urban Area,Kentucky,19895,28058,31434
Nipomo,Urban Area,California,,15882,20303
Nogales,Urban Area,Arizona,,,19168
Norfolk,Urban Area,Nebraska,26257,26769,27407
Norman,Urban Area,Oklahoma,86478,103898,120191
North Adams,Urban Area,Massachusetts,,18470,25432
North Bend,Urban Area,Washington,,,11762
North Branch,Urban Area,Minnesota,4336,6447,6368
North East,Urban Area,Pennsylvania,8477,6456,6513
Northfield,Urban Area,Minnesota,18216,21535,22686
North Manchester,Urban Area,Indiana,6281,6031,5188
North Platte,Urban Area,Nebraska,24124,25213,23582
North Vernon,Urban Area,Indiana,,,6936
North Windham,Urban Area,Maine,,,10271
Norwalk,Urban Area,Ohio,20413,20806,19269
Norwich,Urban Area,New York,8505,8265,7740
Norwich - New London,Urban Area,Connecticut,,,167432
Oakdale,Urban Area,California,,,25408
Oakdale,Urban Area,Louisiana,,,6700
Oak Harbor,Urban Area,Washington,30648,33004,37449
Oak Island,Urban Area,North Carolina,6371,11226,15592
Oakland,Urban Area,Tennessee,,7057,9389
Oak Ridge (Jefferson Township North),Urban Area,New Jersey,,,8871
Oberlin,Urban Area,Ohio,,7966,8176
Ocala,Urban Area,Florida,121881,156909,182647
Ocean Park,Urban Area,Washington,2517,3288,5411
Ocean Pines - Ocean City,Urban Area,Maryland / Delaware,27879,33105,37946
Ocean Shores,Urban Area,Washington,3060,5218,6766
Ocean View,Urban Area,Delaware,7330,12342,18025
Odessa,Urban Area,Missouri,4829,5199,5529
Odessa,Urban Area,Texas,111395,126405,154818
Oelwein,Urban Area,Iowa,6424,6994,6585
Ogallala,Urban Area,Nebraska,4556,4424,4721
Ogden - Layton,Urban Area,Utah,438673,546026,608857
Ogdensburg,Urban Area,New York,12668,11344,10246
Oil City,Urban Area,Pennsylvania,,,13666
Okeechobee - Taylor Creek,Urban Area,Florida,20432,25378,26670
Oklahoma City,Urban Area,Oklahoma,747003,861505,982276
Okmulgee,Urban Area,Oklahoma,,,11016
Olean,Urban Area,New York,23497,22324,21144
Olney,Urban Area,Illinois,8717,9177,8642
Olympia - Lacey,Urban Area,Washington,143826,176617,208157
Omaha,Urban Area,Nebraska / Iowa,629601,725008,819508
Omak,Urban Area,Washington,8466,8229,8165
Oneida,Urban Area,New York,,,12481
Oneonta,Urban Area,Alabama,4578,5374,5624
Oneonta,Urban Area,New York,15773,17229,16028
Ontario - Payette,Urban Area,Oregon / Idaho,24213,25539,27806
Opelousas,Urban Area,Louisiana,30946,25534,23498
Opp,Urban Area,Alabama,4351,4806,5325
Orange,Urban Area,Texas,,,40796
Orange,Urban Area,Virginia,4032,4902,4802
Orangeburg,Urban Area,South Carolina,,,29072
Orange City,Urban Area,Iowa,6499,6842,7093
Orange Cove,Urban Area,California,7720,9774,9716
Orangetree,Urban Area,Florida,,7624,9791
Oregon,Urban Area,Wisconsin,7851,11059,11551
Orland,Urban Area,California,7575,9282,9422
Orlando,Urban Area,Florida,1185401,1510516,1853896
Oronoko - Berrien Springs,Urban Area,Michigan,9714,7358,6725
Orosi,Urban Area,California,,,12795
Oroville,Urban Area,California,34474,37122,40190
Orrville,Urban Area,Ohio,8835,8563,8703
Osage Beach,Urban Area,Missouri,,3706,6668
Osceola,Urban Area,Arkansas,,,6244
Osceola,Urban Area,Iowa,4264,4819,5283
Oscoda - Au Sable,Urban Area,Michigan,7082,6384,8558
Oshkosh,Urban Area,Wisconsin,71070,74495,76190
Oskaloosa,Urban Area,Iowa,12122,12545,12541
Oswego,Urban Area,New York,,,24421
Othello,Urban Area,Washington,7862,11207,10865
Otsego - Plainwell,Urban Area,Michigan,10871,11740,11819
Ottawa,Urban Area,Illinois,20235,20612,20122
Ottawa,Urban Area,Kansas,11735,12450,12461
Ottawa,Urban Area,Ohio,5267,5270,5418
Ottumwa,Urban Area,Iowa,25218,24771,25019
Owatonna,Urban Area,Minnesota,22245,25394,26278
Owego,Urban Area,New York,,,4365
Owensboro,Urban Area,Kentucky,67665,70543,76433
Owosso,Urban Area,Michigan,22719,22426,22329
Oxford,Urban Area,Mississippi,19410,25768,33518
Oxford,Urban Area,North Carolina,9234,9174,8925
Oxford,Urban Area,Ohio,21954,21376,23221
Oxford,Urban Area,Pennsylvania,,,9925
Oxnard - San Buenaventura,Urban Area,California,337591,367260,376117
Ozark,Urban Area,Alabama,,12066,12218
Pacific,Urban Area,Missouri,,,8522
Paducah,Urban Area,Kentucky / Illinois,48035,48791,50833
Page,Urban Area,Arizona,6521,6665,7022
Pagosa Springs,Urban Area,Colorado,3604,4909,5632
Pahokee,Urban Area,Florida,8545,7179,6683
Pahrump,Urban Area,Nevada,14719,28446,37498
Paintsville,Urban Area,Kentucky,6171,6027,5717
Palatka,Urban Area,Florida,,,20032
Palestine,Urban Area,Texas,17967,19254,18615
Palm Bay - Melbourne,Urban Area,Florida,393289,452791,510675
Palmdale - Lancaster,Urban Area,California,263532,341219,359559
Palmyra,Urban Area,New York,,,4477
Palmyra,Urban Area,Pennsylvania,,,3772
Pampa,Urban Area,Texas,18322,18166,16865
Pana,Urban Area,Illinois,,,5309
Panama City - Panama City Beach,Urban Area,Florida,132419,149097,162060
Panther Valley,Urban Area,New Jersey,,,4279
Paola,Urban Area,Kansas,5182,5399,5553
Paragould,Urban Area,Arkansas,19270,24620,25089
Paris,Urban Area,Illinois,9376,8953,8316
Paris,Urban Area,Kentucky,10691,11042,11269
Paris,Urban Area,Tennessee,10240,10642,10303
Paris,Urban Area,Texas,26142,26349,26292
Park City - Snyderville,Urban Area,Utah,8574,13352,16168
Parker,Urban Area,Arizona / California,4627,4768,5329
Parkersburg,Urban Area,West Virginia / Ohio,,67229,62500
Parlier,Urban Area,California,11138,14490,14522
Parsons,Urban Area,Kansas,11212,10298,9433
Pascagoula - Gautier,Urban Area,Mississippi,54190,54385,51454
Patterson,Urban Area,California,12121,20781,23660
Pauls Valley,Urban Area,Oklahoma,5895,5835,5608
Paw Paw,Urban Area,Michigan,,,5662
Paw Paw Lake,Urban Area,Michigan,,,7526
Paxton,Urban Area,Illinois,4802,4916,4528
Payson,Urban Area,Arizona,10703,14210,17022
Payson - Santaquin,Urban Area,Utah,,,31132
Pea Ridge,Urban Area,Arkansas,,,6026
Pearsall,Urban Area,Texas,8227,9460,9063
Pecan Plantation,Urban Area,Texas,4402,6366,6831
Pecos,Urban Area,Texas,10819,11785,13081
Peculiar,Urban Area,Missouri,,,5564
Pella,Urban Area,Iowa,9287,9745,10160
Pell City,Urban Area,Alabama,3978,11096,11500
Pembroke,Urban Area,North Carolina,,,5694
Pendleton,Urban Area,Oregon,17310,17216,17488
Pennsburg - Upper Hanover - East Greenville,Urban Area,Pennsylvania,,,17239
Penn Yan,Urban Area,New York,6536,6777,8399
Pensacola,Urban Area,Florida / Alabama,323783,340067,390172
Peoria,Urban Area,Illinois,259437,266921,259781
Pepperell,Urban Area,Massachusetts,,,6103
Perry,Urban Area,Florida,6565,6933,6531
Perry,Urban Area,Georgia,,,14884
Perry,Urban Area,Iowa,7740,7628,7628
Perry,Urban Area,New York,4419,3688,4066
Perry,Urban Area,Oklahoma,5155,5052,4445
Perryton,Urban Area,Texas,7727,8801,8391
Perryville,Urban Area,Missouri,7826,8419,8062
Peru,Urban Area,Indiana,15648,13095,12458
Peru - LaSalle,Urban Area,Illinois,28697,32048,29763
Petaluma,Urban Area,California,59958,64078,65227
Petoskey,Urban Area,Michigan,8158,8210,12233
Philadelphia,Urban Area,Mississippi,6613,7759,7114
Philadelphia (incl. Pottstown),Urban Area,Pennsylvania / New Jersey / Delaware / Maryland,5190255,5549249,5696125
Philipsburg,Urban Area,Pennsylvania,8737,10015,9379
Phoenix - Mesa - Scottsdale,Urban Area,Arizona,2934703,3629114,3976313
Phoenix West - Goodyear - Avondale,Urban Area,Arizona,73248,197041,419946
Picayune,Urban Area,Mississippi,14773,16792,16301
Pickens,Urban Area,South Carolina,,,5068
Pierre,Urban Area,South Dakota,13982,14425,14755
Pikeville,Urban Area,Kentucky,5624,7936,10710
Pine Bluff,Urban Area,Arkansas,58584,53495,46683
Pinehurst - Magnolia,Urban Area,Texas,,3195,9667
Pinehurst - Southern Pines,Urban Area,North Carolina,30653,39786,50319
Pinetop-Lakeside,Urban Area,Arizona,8614,8805,9393
Piqua,Urban Area,Ohio,21246,21104,20890
Pittsburg,Urban Area,Kansas,21508,22918,23120
Pittsburgh,Urban Area,Pennsylvania,1786041,1733853,1745039
Pittsfield,Urban Area,Massachusetts,,,50720
Placerville - Diamond Springs,Urban Area,California,,,23291
Plainview,Urban Area,Texas,,,22615
Platte City,Urban Area,Missouri,4578,8958,10707
Platteville,Urban Area,Wisconsin,10012,11236,11838
Plattsburgh,Urban Area,New York,27076,29438,28958
Plattsmouth,Urban Area,Nebraska,,6596,6655
Pleasant Hill,Urban Area,Missouri,5533,8049,8737
Pleasanton,Urban Area,Texas,11904,12468,13983
Plumas Lake,Urban Area,California,,5252,7337
Plymouth,Urban Area,Indiana,11942,12498,12279
Plymouth,Urban Area,New Hampshire,3957,4959,6166
Plymouth,Urban Area,Wisconsin,8476,8799,9011
Pocahontas,Urban Area,Arkansas,5756,5854,7164
Pocatello,Urban Area,Idaho,62498,69809,72211
Poinciana,Urban Area,Florida,11846,41922,53267
Poinciana Southwest,Urban Area,Florida,,5501,16966
Point Pleasant - Gallipolis,Urban Area,West Virginia / Ohio,12493,11217,10544
Point Roberts,Urban Area,Washington,,,1191
Polk City,Urban Area,Iowa,,3122,5375
Polson,Urban Area,Montana,4247,4763,5564
Ponca City,Urban Area,Oklahoma,26382,26047,24990
Pontiac,Urban Area,Illinois,,,11078
Poolesville,Urban Area,Maryland,4740,4620,5685
Poplar Bluff,Urban Area,Missouri,19282,20463,20449
Portage,Urban Area,Pennsylvania,,,5661
Portage,Urban Area,Wisconsin,9841,10391,10555
Portales,Urban Area,New Mexico,11625,12610,12202
Port Angeles,Urban Area,Washington,21434,22863,24445
Port Arthur,Urban Area,Texas,,,116819
Port Charlotte - North Port,Urban Area,Florida,122421,169541,199998
Porterville,Urban Area,California,60261,70272,69862
Port Hadlock-Irondale,Urban Area,Washington,3804,4305,5372
Port Huron,Urban Area,Michigan,86486,87106,82226
Port Isabel - South Padre Island - Laguna Vista,Urban Area,Texas,12535,14950,12413
Port Jervis,Urban Area,New York / Pennsylvania,14392,16787,16187
Portland,Urban Area,Indiana,6804,6006,6364
Portland,Urban Area,Maine,196017,203914,205356
Portland,Urban Area,Michigan,4082,5020,5263
Portland,Urban Area,Oregon / Washington,1583138,1849898,2104238
Portland,Urban Area,Tennessee / Kentucky,8489,10869,12285
Port Lavaca,Urban Area,Texas,12076,11817,12055
Portsmouth (incl. Kennebunk),Urban Area,New Hampshire / Maine,,96440,95090
Portsmouth,Urban Area,Ohio / Kentucky,39343,36232,35346
Port St. Lucie,Urban Area,Florida,270774,376047,437745
Port Townsend,Urban Area,Washington,7785,8400,10042
Poteau,Urban Area,Oklahoma,7326,7791,7826
Potsdam,Urban Area,New York,,,8237
Pottsville,Urban Area,Pennsylvania,,,29600
Poughkeepsie - Newburgh,Urban Area,New York,,,314766
Powell,Urban Area,Wyoming,5704,6389,6485
Prairie du Chien,Urban Area,Wisconsin / Iowa,7341,6872,6119
Prairie du Sac - Sauk City,Urban Area,Wisconsin,6743,7733,7846
Prairie Grove,Urban Area,Arkansas,2541,3213,5496
Pratt,Urban Area,Kansas,6407,6546,6589
Prescott - Prescott Valley,Urban Area,Arizona,65583,84744,92427
Prescott Valley East,Urban Area,Arizona,,,7229
Presque Isle,Urban Area,Maine,6081,6081,5361
Prestonsburg,Urban Area,Kentucky,5418,5965,6271
Price,Urban Area,Utah,12683,14187,13346
Princess Anne,Urban Area,Maryland,,,6406
Princeton,Urban Area,Illinois,7555,8043,7979
Princeton,Urban Area,Indiana,8354,8645,8343
Princeton,Urban Area,Kentucky,6166,5890,6058
Princeton,Urban Area,Minnesota,3967,4942,4956
Princeton,Urban Area,Texas,,,18184
Princeville,Urban Area,Hawaii,,2653,2544
Prineville,Urban Area,Oregon,10290,10905,12407
Prosser,Urban Area,Washington,,,6589
Providence,Urban Area,Rhode Island / Massachusetts,1174548,1190956,1285806
Provincetown,Urban Area,Massachusetts,3431,3152,5698
Provo - Orem,Urban Area,Utah,340956,482819,588609
Pryor Creek,Urban Area,Oklahoma,8270,9325,9436
Pueblo,Urban Area,Colorado,,,120642
Pueblo West,Urban Area,Colorado,,,25413
Pukalani - Haiku-Pauwela - Makawao,Urban Area,Hawaii,,,23305
Pulaski,Urban Area,Tennessee,7900,7741,8158
Pulaski,Urban Area,Virginia,,16066,16588
Pullman,Urban Area,Washington,24688,29729,32691
Punxsutawney,Urban Area,Pennsylvania,7470,6394,6199
Pupukea,Urban Area,Hawaii,14893,13770,15509
Purcell,Urban Area,Oklahoma,7166,6877,7327
Purcellville,Urban Area,Virginia,6303,11951,16475
Putnam - Killingly,Urban Area,Connecticut,,,34582
Quartzsite,Urban Area,Arizona,,,2280
Quincy,Urban Area,Florida,10042,9292,8541
Quincy,Urban Area,Illinois,45326,45228,43427
Quincy,Urban Area,Washington,5212,6986,7846
Racine,Urban Area,Wisconsin,129545,133700,134877
Radford,Urban Area,Virginia,,,19521
Rainbow Springs (Rainbow Lakes Estates),Urban Area,Florida,4515,5155,4667
Raleigh,Urban Area,North Carolina,563157,884891,1106646
Ramona,Urban Area,California,,,14837
Rancho Calaveras,Urban Area,California,4142,7457,8164
Ranson - Charles Town,Urban Area,West Virginia,10506,21019,21569
Rantoul,Urban Area,Illinois,14472,14071,13654
Rapid City,Urban Area,South Dakota,66780,81251,85679
Rathdrum,Urban Area,Idaho,4730,6539,9241
Raton,Urban Area,New Mexico,6879,6551,5629
Ravena - Bethlehem,Urban Area,New York,,5358,9346
Rawlins,Urban Area,Wyoming,8894,9272,7700
Raymond,Urban Area,New Hampshire,,,5266
Raymondville,Urban Area,Texas,,,12986
Rayne,Urban Area,Louisiana,9105,9385,8493
Reading,Urban Area,Pennsylvania,249445,266254,276278
Red Bluff,Urban Area,California,17633,18434,19826
Redding,Urban Area,California,105267,117731,120602
Redmond,Urban Area,Oregon,15029,27685,33293
Red Oak,Urban Area,Iowa,6180,5597,5516
Red Wing,Urban Area,Minnesota,14774,14367,14857
Redwood Falls,Urban Area,Minnesota,5229,4958,4608
Reedley - Dinuba,Urban Area,California,38662,46247,49614
Reedsburg,Urban Area,Wisconsin,7855,9190,10067
Reedsport,Urban Area,Oregon,4613,4487,4503
Reidsville,Urban Area,North Carolina,14346,14067,14653
Reno,Urban Area,Nevada / California,306440,392141,446529
Rensselaer,Urban Area,Indiana,6096,6048,5509
Republic,Urban Area,Missouri,,,18446
Rexburg,Urban Area,Idaho,19110,26852,41330
Rhinelander,Urban Area,Wisconsin,9645,9010,9738
Rice Lake,Urban Area,Wisconsin,9374,9507,10156
Richfield,Urban Area,Utah,6797,7340,8393
Richland Center,Urban Area,Wisconsin,4972,5021,4924
Richlands,Urban Area,Virginia,9176,9588,8746
Richmond,Urban Area,Indiana / Ohio,45245,44136,43130
Richmond,Urban Area,Kentucky,30389,35540,42999
Richmond,Urban Area,Michigan,5103,6140,6034
Richmond,Urban Area,Missouri,5931,5307,5857
Richmond,Urban Area,Virginia,818836,953556,1059150
Ridgecrest,Urban Area,California,27274,31155,29307
Ridgefield,Urban Area,Connecticut,,,25683
Ridgefield,Urban Area,Washington,,4259,10356
Ridgway,Urban Area,Pennsylvania,4705,4410,4259
Rifle,Urban Area,Colorado,8012,10479,11469
Rigby,Urban Area,Idaho,3574,8729,10283
Rincon,Urban Area,Georgia,6524,12111,14113
Rio Grande City - Roma,Urban Area,Texas,42013,46344,47070
Rio Verde,Urban Area,Arizona,,,2765
Rio Vista,Urban Area,California,4064,7097,9942
Ripley,Urban Area,Tennessee,,,6922
Ripon,Urban Area,California,,,15829
Ripon,Urban Area,Wisconsin,7017,7930,8059
Rising Sun,Urban Area,Maryland,,,5788
River Falls,Urban Area,Wisconsin,12908,15351,16344
Riverhead - Southold,Urban Area,New York,,,51120
Riverside - San Bernardino,Urban Area,California,1511713,1932666,2276703
Riverton,Urban Area,Wyoming,10432,12265,11234
Roanoke,Urban Area,Virginia,197442,210111,217312
Roanoke Rapids,Urban Area,North Carolina,23730,24450,23400
Roaring Spring,Urban Area,Pennsylvania,,,6239
Robertsdale,Urban Area,Alabama,4650,7601,7429
Robinson,Urban Area,Illinois,,,6134
Robstown,Urban Area,Texas,13579,11991,10775
Rochelle,Urban Area,Illinois,11306,11342,11013
Rochester,Urban Area,Indiana,7354,7309,7333
Rochester,Urban Area,Minnesota,91271,107677,121587
Rochester,Urban Area,New York,718867,720572,704327
Rockaway Beach,Urban Area,Oregon,,,1761
Rockdale,Urban Area,Texas,6028,5459,5464
Rockford,Urban Area,Illinois,270414,296863,276443
Rock Hill,Urban Area,South Carolina,70007,104996,218443
Rockingham,Urban Area,North Carolina,25552,25404,23833
Rockland,Urban Area,Maine,10619,8775,9868
Rockmart,Urban Area,Georgia,6210,7646,7743
Rockport,Urban Area,Texas,13934,16322,16217
Rock Springs,Urban Area,Wyoming,21555,26352,25853
Rocky Mount,Urban Area,North Carolina,65629,68243,63297
Rocky Mount,Urban Area,Virginia,,,5411
Rogersville,Urban Area,Tennessee,5144,6444,6154
Rolla,Urban Area,Missouri,16919,20160,20610
Rome,Urban Area,Georgia,58287,60851,60403
Rome,Urban Area,New York,,,29222
Roosevelt,Urban Area,Utah,3994,5915,6316
Rosamond,Urban Area,California,12077,16000,17538
Roseburg,Urban Area,Oregon,38212,41700,43484
Roswell,Urban Area,New Mexico,47176,49727,48831
Round Lake Beach - McHenry - Grayslake,Urban Area,Illinois / Wisconsin,,,261835
Roxboro,Urban Area,North Carolina,9731,9660,9500
Roxborough Park,Urban Area,Colorado,4071,8503,9090
Royse City,Urban Area,Texas,,,13922
Ruidoso,Urban Area,New Mexico,9331,9596,11042
Rumford,Urban Area,Maine,5683,4987,5585
Running Springs,Urban Area,California,4941,4811,5313
Rupert,Urban Area,Idaho,5764,6346,6534
Rushville,Urban Area,Indiana,7301,6738,6469
Russell,Urban Area,Kansas,4331,4108,4066
Russells Point,Urban Area,Ohio,7657,6523,6451
Russellville,Urban Area,Alabama,9151,9866,9939
Russellville,Urban Area,Arkansas,26635,32733,31870
Russellville,Urban Area,Kentucky,6815,6714,6641
Ruston,Urban Area,Louisiana,26967,27724,28839
Rutland,Urban Area,Vermont,20501,19840,19550
Sacramento,Urban Area,California,1425794,1723634,1946618
Safford,Urban Area,Arizona,14862,19151,18331
Saginaw,Urban Area,Michigan,140985,126265,116058
Sahuarita,Urban Area,Arizona,,,17276
Salamanca,Urban Area,New York,6471,5738,6375
Salem,Urban Area,Illinois,,,7153
Salem,Urban Area,Indiana,6340,6544,6617
Salem,Urban Area,Missouri,5012,4921,4684
Salem,Urban Area,New Jersey,6555,5724,5927
Salem,Urban Area,Ohio,,,15924
Salem,Urban Area,Oregon,210498,240324,268331
Salida,Urban Area,Colorado,,,5953
Salina,Urban Area,Kansas,45654,47493,46547
Salinas,Urban Area,California,,,177532
Salisbury,Urban Area,Maryland / Delaware,,,78075
Sallisaw,Urban Area,Oklahoma,6710,8179,7513
Salt Lake City,Urban Area,Utah,887650,1021243,1178533
San Angelo,Urban Area,Texas,87969,92984,99982
San Antonio,Urban Area,Texas,1371700,1758210,1992689
Sandersville,Urban Area,Georgia,7111,7288,7097
San Diego,Urban Area,California,2681237,2956746,3070300
San Diego Country Estates,Urban Area,California,,,7002
Sandpoint,Urban Area,Idaho,8312,10840,12824
Sandusky - Port Clinton,Urban Area,Ohio,61618,62339,61743
Sandy,Urban Area,Oregon,6037,9954,13173
Sanford,Urban Area,Maine,15286,13584,15067
Sanford,Urban Area,North Carolina,25151,33120,36641
San Francisco - Oakland,Urban Area,California,3228605,3281212,3269385
Sanger,Urban Area,California,20541,26604,27325
Sanger,Urban Area,Texas,4477,5972,8279
San Jose,Urban Area,California,1538312,1664496,1837446
San Luis,Urban Area,Arizona,12990,24091,24790
San Luis Obispo,Urban Area,California,53498,59219,56904
San Marcos,Urban Area,Texas,,52826,70801
San Rafael - Novato,Urban Area,California,,,246548
Santa Barbara,Urban Area,California,196263,195861,202197
Santa Clarita,Urban Area,California,189233,258653,278031
Santa Cruz,Urban Area,California,157348,163703,169038
Santa Fe,Urban Area,New Mexico,80337,89284,94241
Santa Maria,Urban Area,California,,130447,143609
Santa Paula,Urban Area,California,29070,29742,30675
Santa Rosa,Urban Area,California,,,297329
Saranac Lake,Urban Area,New York,,,5163
Saratoga Springs,Urban Area,New York,51172,64100,75684
Sauk Centre,Urban Area,Minnesota,3851,4253,4849
Sault Ste. Marie,Urban Area,Michigan,16437,13114,12877
Savannah,Urban Area,Georgia,225129,265845,309466
Savannah,Urban Area,Missouri,4621,5138,5253
Savannah,Urban Area,Tennessee,7883,8347,8828
Sayre - Waverly,Urban Area,Pennsylvania / New York,18209,17991,17262
Scappoose,Urban Area,Oregon,,,9652
Schuyler,Urban Area,Nebraska,5346,6255,6522
Schuylkill Haven - Orwigsburg,Urban Area,Pennsylvania,,,14265
Scott City,Urban Area,Missouri,5199,5216,4949
Scottsbluff,Urban Area,Nebraska,24525,25946,25104
Scottsboro,Urban Area,Alabama,10080,10069,10791
Scottsburg,Urban Area,Indiana,,,7578
Scottsville,Urban Area,Kentucky,3927,4251,4637
Scranton,Urban Area,Pennsylvania,385237,381502,366713
Seabrook Island,Urban Area,South Carolina,,,3371
Seaford - Laurel - Bridgeville,Urban Area,Delaware,,,29147
Sealy,Urban Area,Texas,4773,5562,6385
Searcy,Urban Area,Arkansas,22415,25979,26652
Seaside,Urban Area,Oregon,7420,8489,9183
Seaside - Monterey - Pacific Grove,Urban Area,California,125503,114237,123495
Seattle - Tacoma,Urban Area,Washington,2712205,3059393,3544011
Sebastopol,Urban Area,California,,,18734
Sebring - Avon Park,Urban Area,Florida,45123,61625,63297
Sedalia,Urban Area,Missouri,24291,26178,26043
Sedona,Urban Area,Arizona,7827,6761,9190
Seguin,Urban Area,Texas,,24122,28998
Selma,Urban Area,Alabama,24775,23821,21207
Selma,Urban Area,California,,,32546
Seminole,Urban Area,Oklahoma,5640,5931,6283
Seminole,Urban Area,Texas,5912,6477,7068
Senatobia,Urban Area,Mississippi,7866,6531,6817
Seneca,Urban Area,South Carolina,,,23105
Sequim,Urban Area,Washington,9022,19286,24864
Severance,Urban Area,Colorado,,2670,6408
Sevierville,Urban Area,Tennessee,16728,22108,34032
Seward,Urban Area,Nebraska,6288,6636,7473
Seymour,Urban Area,Indiana,20300,20695,24247
Seymour,Urban Area,Tennessee,,,15219
Shafter,Urban Area,California,13668,18098,19278
Shamokin - Mount Carmel,Urban Area,Pennsylvania,28997,30185,28461
Sharon - Hermitage,Urban Area,Pennsylvania / Ohio,,,42169
Shawano,Urban Area,Wisconsin,9412,10527,12229
Shawnee,Urban Area,Oklahoma,31696,34255,34245
Sheboygan,Urban Area,Wisconsin,68600,71313,74369
Shelby,Urban Area,North Carolina,26207,27374,25955
Shelby,Urban Area,Ohio,10119,9305,9317
Shelbyville,Urban Area,Illinois,5124,4974,4872
Shelbyville,Urban Area,Indiana,19198,20795,21208
Shelbyville,Urban Area,Kentucky,13448,20621,23143
Shelbyville,Urban Area,Tennessee,15362,20005,22552
Sheldon,Urban Area,Iowa,4612,4887,5381
Shelley,Urban Area,Idaho,3978,4701,5109
Shelton,Urban Area,Washington,,,14907
Shenandoah,Urban Area,Iowa,5574,5203,4872
Shenandoah - Frackville,Urban Area,Pennsylvania,,,12025
Sheridan,Urban Area,Arkansas,3765,4458,4710
Sheridan,Urban Area,Oregon,,,6464
Sheridan,Urban Area,Wyoming,17046,18786,19430
Sherman - Denison,Urban Area,Texas,56168,61900,66691
Shinnston,Urban Area,West Virginia,,,4361
Shippensburg,Urban Area,Pennsylvania,12832,17008,17014
Shiprock,Urban Area,New Mexico,6469,6669,6190
Show Low,Urban Area,Arizona,,10409,12173
Shreveport,Urban Area,Louisiana,275213,298317,288052
Sidney,Urban Area,Montana,5253,5438,6522
Sidney,Urban Area,Nebraska,6134,6373,6232
Sidney,Urban Area,New York,,,4247
Sidney,Urban Area,Ohio,20437,21956,20734
Sierra Vista,Urban Area,Arizona,46941,52745,54274
Sikeston,Urban Area,Missouri,17696,16536,17683
Siler City,Urban Area,North Carolina,7778,9076,8616
Siloam Springs,Urban Area,Arkansas / Oklahoma,14143,19326,18027
Silsbee,Urban Area,Texas,8994,9531,9234
Silver City,Urban Area,New Mexico,11950,12705,11817
Silver Creek,Urban Area,New York,4234,3799,3566
Silver Lakes,Urban Area,California,3980,5394,5908
